ticket_id,inquiry_text,label_category,label_priority,label_department,impact_scope,requester_role,channel,template_group,data_origin
TKT-0191,一覧画面の通知設定を変更したいです,システム障害,Low,開発,部署,開発者,メール,システム障害-Low-05,synthetic_train
TKT-0192,一覧画面について問い合わせます。現在、一覧画面の通知設定を変更したいです,システム障害,Low,開発,部署,開発者,メール,システム障害-Low-05,synthetic_train
TKT-0193,決済処理の画面の場所が分かりません,システム障害,Low,開発,個人,社員,問い合わせフォーム,システム障害-Low-06,synthetic_train
TKT-0194,決済処理について問い合わせます。現在、決済処理の画面の場所が分かりません,システム障害,Low,開発,個人,社員,問い合わせフォーム,システム障害-Low-06,synthetic_train
TKT-0195,添付ファイルアップロードの説明文を修正したいです,システム障害,Low,開発,個人,管理者,Slack,システム障害-Low-07,synthetic_train
TKT-0196,添付ファイルアップロードについて問い合わせます。現在、添付ファイルアップロードの説明文を修正したいです,システム障害,Low,開発,個人,管理者,Slack,システム障害-Low-07,synthetic_train
TKT-0197,申請データの利用方法を共有してください,システム障害,Low,開発,部署,開発者,メール,システム障害-Low-08,synthetic_train
TKT-0198,申請データについて問い合わせます。現在、申請データの利用方法を共有してください,システム障害,Low,開発,部署,開発者,メール,システム障害-Low-08,synthetic_train
TKT-0199,お知らせ欄について急ぎではない質問があります,システム障害,Low,開発,個人,社員,問い合わせフォーム,システム障害-Low-09,synthetic_train
TKT-0200,お知らせ欄について問い合わせます。現在、お知らせ欄について急ぎではない質問があります,システム障害,Low,開発,個人,社員,問い合わせフォーム,システム障害-Low-09,synthetic_train
TKT-0201,受注管理システムが一覧に反映されません,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-00,synthetic_train
TKT-0202,受注管理システムについて問い合わせます。現在、受注管理システムが一覧に反映されません,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-00,synthetic_train
TKT-0203,検索画面を保存するとエラーになります,システム障害,Middle,開発,部署,管理者,問い合わせフォーム,システム障害-Middle-01,synthetic_train
TKT-0204,検索画面について問い合わせます。現在、検索画面を保存するとエラーになります,システム障害,Middle,開発,部署,管理者,問い合わせフォーム,システム障害-Middle-01,synthetic_train
TKT-0205,ダッシュボードの検索結果が表示されません,システム障害,Middle,開発,複数部署,開発者,メール,システム障害-Middle-02,synthetic_train
TKT-0206,ダッシュボードについて問い合わせます。現在、ダッシュボードの検索結果が表示されません,システム障害,Middle,開発,複数部署,開発者,メール,システム障害-Middle-02,synthetic_train
TKT-0207,保存処理の通知が担当者へ届きません,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-03,synthetic_train
TKT-0208,保存処理について問い合わせます。現在、保存処理の通知が担当者へ届きません,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-03,synthetic_train
TKT-0209,夜間バッチを開くと白い画面になります,システム障害,Middle,開発,部署,管理者,問い合わせフォーム,システム障害-Middle-04,synthetic_train
TKT-0210,夜間バッチについて問い合わせます。現在、夜間バッチを開くと白い画面になります,システム障害,Middle,開発,部署,管理者,問い合わせフォーム,システム障害-Middle-04,synthetic_train
TKT-0211,一覧画面の処理が遅く業務に支障があります,システム障害,Middle,開発,複数部署,開発者,メール,システム障害-Middle-05,synthetic_train
TKT-0212,一覧画面について問い合わせます。現在、一覧画面の処理が遅く業務に支障があります,システム障害,Middle,開発,複数部署,開発者,メール,システム障害-Middle-05,synthetic_train
TKT-0213,決済処理の一部データが更新されていません,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-06,synthetic_train
TKT-0214,決済処理について問い合わせます。現在、決済処理の一部データが更新されていません,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-06,synthetic_train
TKT-0215,添付ファイルアップロードの状態を変更できません,システム障害,Middle,開発,部署,管理者,問い合わせフォーム,システム障害-Middle-07,synthetic_train
TKT-0216,添付ファイルアップロードについて問い合わせます。現在、添付ファイルアップロードの状態を変更できません,システム障害,Middle,開発,部署,管理者,問い合わせフォーム,システム障害-Middle-07,synthetic_train
TKT-0217,申請データで特定条件だけ処理が失敗します,システム障害,Middle,開発,複数部署,開発者,メール,システム障害-Middle-08,synthetic_train
TKT-0218,申請データについて問い合わせます。現在、申請データで特定条件だけ処理が失敗します,システム障害,Middle,開発,複数部署,開発者,メール,システム障害-Middle-08,synthetic_train
TKT-0219,お知らせ欄で部署内の複数名に影響が出ています,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-09,synthetic_train
TKT-0220,お知らせ欄について問い合わせます。現在、お知らせ欄で部署内の複数名に影響が出ています,システム障害,Middle,開発,個人,社員,Slack,システム障害-Middle-09,synthetic_train
TKT-0221,受注管理システムが全社で利用できず業務が止まっています,システム障害,High,開発,全社,社員,電話,システム障害-High-00,synthetic_train
TKT-0222,受注管理システムについて問い合わせます。現在、受注管理システムが全社で利用できず業務が止まっています,システム障害,High,開発,全社,社員,電話,システム障害-High-00,synthetic_train
TKT-0223,検索画面の締め処理が完了せず期限に間に合いません,システム障害,High,開発,複数部署,管理者,メール,システム障害-High-01,synthetic_train
TKT-0224,検索画面について問い合わせます。現在、検索画面の締め処理が完了せず期限に間に合いません,システム障害,High,開発,複数部署,管理者,メール,システム障害-High-01,synthetic_train
TKT-0225,ダッシュボードの障害で複数部署の作業が停止しています,システム障害,High,開発,全社,開発者,Slack,システム障害-High-02,synthetic_train
TKT-0226,ダッシュボードについて問い合わせます。現在、ダッシュボードの障害で複数部署の作業が停止しています,システム障害,High,開発,全社,開発者,Slack,システム障害-High-02,synthetic_train
TKT-0227,保存処理で重大なセキュリティリスクが発生しています,システム障害,High,開発,全社,社員,電話,システム障害-High-03,synthetic_train
TKT-0228,保存処理について問い合わせます。現在、保存処理で重大なセキュリティリスクが発生しています,システム障害,High,開発,全社,社員,電話,システム障害-High-03,synthetic_train
TKT-0229,夜間バッチの夜間処理が失敗し本日の業務に影響しています,システム障害,High,開発,複数部署,管理者,メール,システム障害-High-04,synthetic_train
TKT-0230,夜間バッチについて問い合わせます。現在、夜間バッチの夜間処理が失敗し本日の業務に影響しています,システム障害,High,開発,複数部署,管理者,メール,システム障害-High-04,synthetic_train
TKT-0231,一覧画面の重要データが欠落しています,システム障害,High,開発,全社,開発者,Slack,システム障害-High-05,synthetic_train
TKT-0232,一覧画面について問い合わせます。現在、一覧画面の重要データが欠落しています,システム障害,High,開発,全社,開発者,Slack,システム障害-High-05,synthetic_train
TKT-0233,決済処理が大量に失敗して顧客対応に影響しています,システム障害,High,開発,全社,社員,電話,システム障害-High-06,synthetic_train
TKT-0234,決済処理について問い合わせます。現在、決済処理が大量に失敗して顧客対応に影響しています,システム障害,High,開発,全社,社員,電話,システム障害-High-06,synthetic_train
TKT-0235,添付ファイルアップロードで業務継続に必要な処理を実行できません,システム障害,High,開発,複数部署,管理者,メール,システム障害-High-07,synthetic_train
TKT-0236,添付ファイルアップロードについて問い合わせます。現在、添付ファイルアップロードで業務継続に必要な処理を実行できません,システム障害,High,開発,複数部署,管理者,メール,システム障害-High-07,synthetic_train
TKT-0237,申請データの不具合が本番環境で継続発生しています,システム障害,High,開発,全社,開発者,Slack,システム障害-High-08,synthetic_train
TKT-0238,申請データについて問い合わせます。現在、申請データの不具合が本番環境で継続発生しています,システム障害,High,開発,全社,開発者,Slack,システム障害-High-08,synthetic_train
TKT-0239,お知らせ欄を本日中に復旧しないと月次処理に影響します,システム障害,High,開発,全社,社員,電話,システム障害-High-09,synthetic_train
TKT-0240,お知らせ欄について問い合わせます。現在、お知らせ欄を本日中に復旧しないと月次処理に影響します,システム障害,High,開発,全社,社員,電話,システム障害-High-09,synthetic_train
TKT-0241,社内WiFiの操作方法を確認したいです,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-00,synthetic_train
TKT-0242,社内WiFiについて問い合わせます。現在、社内WiFiの操作方法を確認したいです,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-00,synthetic_train
TKT-0243,VPN接続の入力項目の意味を教えてください,ネットワーク,Low,インフラ,個人,管理者,Slack,ネットワーク-Low-01,synthetic_train
TKT-0244,VPN接続について問い合わせます。現在、VPN接続の入力項目の意味を教えてください,ネットワーク,Low,インフラ,個人,管理者,Slack,ネットワーク-Low-01,synthetic_train
TKT-0245,拠点間ネットワークの表示名を変更したいです,ネットワーク,Low,インフラ,部署,開発者,メール,ネットワーク-Low-02,synthetic_train
TKT-0246,拠点間ネットワークについて問い合わせます。現在、拠点間ネットワークの表示名を変更したいです,ネットワーク,Low,インフラ,部署,開発者,メール,ネットワーク-Low-02,synthetic_train
TKT-0247,社内DNSの設定手順を知りたいです,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-03,synthetic_train
TKT-0248,社内DNSについて問い合わせます。現在、社内DNSの設定手順を知りたいです,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-03,synthetic_train
TKT-0249,インターネット接続の過去データを確認したいです,ネットワーク,Low,インフラ,個人,管理者,Slack,ネットワーク-Low-04,synthetic_train
TKT-0250,インターネット接続について問い合わせます。現在、インターネット接続の過去データを確認したいです,ネットワーク,Low,インフラ,個人,管理者,Slack,ネットワーク-Low-04,synthetic_train
TKT-0251,クラウド環境接続の通知設定を変更したいです,ネットワーク,Low,インフラ,部署,開発者,メール,ネットワーク-Low-05,synthetic_train
TKT-0252,クラウド環境接続について問い合わせます。現在、クラウド環境接続の通知設定を変更したいです,ネットワーク,Low,インフラ,部署,開発者,メール,ネットワーク-Low-05,synthetic_train
TKT-0253,会議室LANの画面の場所が分かりません,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-06,synthetic_train
TKT-0254,会議室LANについて問い合わせます。現在、会議室LANの画面の場所が分かりません,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-06,synthetic_train
TKT-0255,ゲストWiFiの説明文を修正したいです,ネットワーク,Low,インフラ,個人,管理者,Slack,ネットワーク-Low-07,synthetic_train
TKT-0256,ゲストWiFiについて問い合わせます。現在、ゲストWiFiの説明文を修正したいです,ネットワーク,Low,インフラ,個人,管理者,Slack,ネットワーク-Low-07,synthetic_train
TKT-0257,ルーターの利用方法を共有してください,ネットワーク,Low,インフラ,部署,開発者,メール,ネットワーク-Low-08,synthetic_train
TKT-0258,ルーターについて問い合わせます。現在、ルーターの利用方法を共有してください,ネットワーク,Low,インフラ,部署,開発者,メール,ネットワーク-Low-08,synthetic_train
TKT-0259,ファイル共有通信について急ぎではない質問があります,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-09,synthetic_train
TKT-0260,ファイル共有通信について問い合わせます。現在、ファイル共有通信について急ぎではない質問があります,ネットワーク,Low,インフラ,個人,社員,問い合わせフォーム,ネットワーク-Low-09,synthetic_train
TKT-0261,社内WiFiが一覧に反映されません,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-00,synthetic_train
TKT-0262,社内WiFiについて問い合わせます。現在、社内WiFiが一覧に反映されません,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-00,synthetic_train
TKT-0263,VPN接続を保存するとエラーになります,ネットワーク,Middle,インフラ,部署,管理者,問い合わせフォーム,ネットワーク-Middle-01,synthetic_train
TKT-0264,VPN接続について問い合わせます。現在、VPN接続を保存するとエラーになります,ネットワーク,Middle,インフラ,部署,管理者,問い合わせフォーム,ネットワーク-Middle-01,synthetic_train
TKT-0265,拠点間ネットワークの検索結果が表示されません,ネットワーク,Middle,インフラ,複数部署,開発者,メール,ネットワーク-Middle-02,synthetic_train
TKT-0266,拠点間ネットワークについて問い合わせます。現在、拠点間ネットワークの検索結果が表示されません,ネットワーク,Middle,インフラ,複数部署,開発者,メール,ネットワーク-Middle-02,synthetic_train
TKT-0267,社内DNSの通知が担当者へ届きません,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-03,synthetic_train
TKT-0268,社内DNSについて問い合わせます。現在、社内DNSの通知が担当者へ届きません,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-03,synthetic_train
TKT-0269,インターネット接続を開くと白い画面になります,ネットワーク,Middle,インフラ,部署,管理者,問い合わせフォーム,ネットワーク-Middle-04,synthetic_train
TKT-0270,インターネット接続について問い合わせます。現在、インターネット接続を開くと白い画面になります,ネットワーク,Middle,インフラ,部署,管理者,問い合わせフォーム,ネットワーク-Middle-04,synthetic_train
TKT-0271,クラウド環境接続の処理が遅く業務に支障があります,ネットワーク,Middle,インフラ,複数部署,開発者,メール,ネットワーク-Middle-05,synthetic_train
TKT-0272,クラウド環境接続について問い合わせます。現在、クラウド環境接続の処理が遅く業務に支障があります,ネットワーク,Middle,インフラ,複数部署,開発者,メール,ネットワーク-Middle-05,synthetic_train
TKT-0273,会議室LANの一部データが更新されていません,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-06,synthetic_train
TKT-0274,会議室LANについて問い合わせます。現在、会議室LANの一部データが更新されていません,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-06,synthetic_train
TKT-0275,ゲストWiFiの状態を変更できません,ネットワーク,Middle,インフラ,部署,管理者,問い合わせフォーム,ネットワーク-Middle-07,synthetic_train
TKT-0276,ゲストWiFiについて問い合わせます。現在、ゲストWiFiの状態を変更できません,ネットワーク,Middle,インフラ,部署,管理者,問い合わせフォーム,ネットワーク-Middle-07,synthetic_train
TKT-0277,ルーターで特定条件だけ処理が失敗します,ネットワーク,Middle,インフラ,複数部署,開発者,メール,ネットワーク-Middle-08,synthetic_train
TKT-0278,ルーターについて問い合わせます。現在、ルーターで特定条件だけ処理が失敗します,ネットワーク,Middle,インフラ,複数部署,開発者,メール,ネットワーク-Middle-08,synthetic_train
TKT-0279,ファイル共有通信で部署内の複数名に影響が出ています,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-09,synthetic_train
TKT-0280,ファイル共有通信について問い合わせます。現在、ファイル共有通信で部署内の複数名に影響が出ています,ネットワーク,Middle,インフラ,個人,社員,Slack,ネットワーク-Middle-09,synthetic_train
TKT-0281,社内WiFiが全社で利用できず業務が止まっています,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-00,synthetic_train
TKT-0282,社内WiFiについて問い合わせます。現在、社内WiFiが全社で利用できず業務が止まっています,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-00,synthetic_train
TKT-0283,VPN接続の締め処理が完了せず期限に間に合いません,ネットワーク,High,インフラ,複数部署,管理者,メール,ネットワーク-High-01,synthetic_train
TKT-0284,VPN接続について問い合わせます。現在、VPN接続の締め処理が完了せず期限に間に合いません,ネットワーク,High,インフラ,複数部署,管理者,メール,ネットワーク-High-01,synthetic_train
TKT-0285,拠点間ネットワークの障害で複数部署の作業が停止しています,ネットワーク,High,インフラ,全社,開発者,Slack,ネットワーク-High-02,synthetic_train
TKT-0286,拠点間ネットワークについて問い合わせます。現在、拠点間ネットワークの障害で複数部署の作業が停止しています,ネットワーク,High,インフラ,全社,開発者,Slack,ネットワーク-High-02,synthetic_train
TKT-0287,社内DNSで重大なセキュリティリスクが発生しています,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-03,synthetic_train
TKT-0288,社内DNSについて問い合わせます。現在、社内DNSで重大なセキュリティリスクが発生しています,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-03,synthetic_train
TKT-0289,インターネット接続の夜間処理が失敗し本日の業務に影響しています,ネットワーク,High,インフラ,複数部署,管理者,メール,ネットワーク-High-04,synthetic_train
TKT-0290,インターネット接続について問い合わせます。現在、インターネット接続の夜間処理が失敗し本日の業務に影響しています,ネットワーク,High,インフラ,複数部署,管理者,メール,ネットワーク-High-04,synthetic_train
TKT-0291,クラウド環境接続の重要データが欠落しています,ネットワーク,High,インフラ,全社,開発者,Slack,ネットワーク-High-05,synthetic_train
TKT-0292,クラウド環境接続について問い合わせます。現在、クラウド環境接続の重要データが欠落しています,ネットワーク,High,インフラ,全社,開発者,Slack,ネットワーク-High-05,synthetic_train
TKT-0293,会議室LANが大量に失敗して顧客対応に影響しています,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-06,synthetic_train
TKT-0294,会議室LANについて問い合わせます。現在、会議室LANが大量に失敗して顧客対応に影響しています,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-06,synthetic_train
TKT-0295,ゲストWiFiで業務継続に必要な処理を実行できません,ネットワーク,High,インフラ,複数部署,管理者,メール,ネットワーク-High-07,synthetic_train
TKT-0296,ゲストWiFiについて問い合わせます。現在、ゲストWiFiで業務継続に必要な処理を実行できません,ネットワーク,High,インフラ,複数部署,管理者,メール,ネットワーク-High-07,synthetic_train
TKT-0297,ルーターの不具合が本番環境で継続発生しています,ネットワーク,High,インフラ,全社,開発者,Slack,ネットワーク-High-08,synthetic_train
TKT-0298,ルーターについて問い合わせます。現在、ルーターの不具合が本番環境で継続発生しています,ネットワーク,High,インフラ,全社,開発者,Slack,ネットワーク-High-08,synthetic_train
TKT-0299,ファイル共有通信を本日中に復旧しないと月次処理に影響します,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-09,synthetic_train
TKT-0300,ファイル共有通信について問い合わせます。現在、ファイル共有通信を本日中に復旧しないと月次処理に影響します,ネットワーク,High,インフラ,全社,社員,電話,ネットワーク-High-09,synthetic_train
TKT-0301,ログインの操作方法を確認したいです,アカウント,Low,情シス,個人,社員,問い合わせフォーム,アカウント-Low-00,synthetic_train
TKT-0302,ログインについて問い合わせます。現在、ログインの操作方法を確認したいです,アカウント,Low,情シス,個人,社員,問い合わせフォーム,アカウント-Low-00,synthetic_train
TKT-0303,多要素認証の入力項目の意味を教えてください,アカウント,Low,情シス,個人,管理者,Slack,アカウント-Low-01,synthetic_train
TKT-0304,多要素認証について問い合わせます。現在、多要素認証の入力項目の意味を教えてください,アカウント,Low,情シス,個人,管理者,Slack,アカウント-Low-01,synthetic_train
TKT-0305,新入社員アカウントの表示名を変更したいです,アカウント,Low,情シス,部署,社員,メール,アカウント-Low-02,synthetic_train
TKT-0306,新入社員アカウントについて問い合わせます。現在、新入社員アカウントの表示名を変更したいです,アカウント,Low,情シス,部署,社員,メール,アカウント-Low-02,synthetic_train
TKT-0307,アカウントロックの設定手順を知りたいです,アカウント,Low,情シス,個人,管理者,問い合わせフォーム,アカウント-Low-03,synthetic_train
TKT-0308,アカウントロックについて問い合わせます。現在、アカウントロックの設定手順を知りたいです,アカウント,Low,情シス,個人,管理者,問い合わせフォーム,アカウント-Low-03,synthetic_train
TKT-0309,退職者アカウントの過去データを確認したいです,アカウント,Low,情シス,個人,社員,Slack,アカウント-Low-04,synthetic_train
TKT-0310,退職者アカウントについて問い合わせます。現在、退職者アカウントの過去データを確認したいです,アカウント,Low,情シス,個人,社員,Slack,アカウント-Low-04,synthetic_train
TKT-0311,メールエイリアスの通知設定を変更したいです,アカウント,Low,情シス,部署,管理者,メール,アカウント-Low-05,synthetic_train
TKT-0312,メールエイリアスについて問い合わせます。現在、メールエイリアスの通知設定を変更したいです,アカウント,Low,情シス,部署,管理者,メール,アカウント-Low-05,synthetic_train
TKT-0313,共有アカウントの画面の場所が分かりません,アカウント,Low,情シス,個人,社員,問い合わせフォーム,アカウント-Low-06,synthetic_train
TKT-0314,共有アカウントについて問い合わせます。現在、共有アカウントの画面の場所が分かりません,アカウント,Low,情シス,個人,社員,問い合わせフォーム,アカウント-Low-06,synthetic_train
TKT-0315,表示名の説明文を修正したいです,アカウント,Low,情シス,個人,管理者,Slack,アカウント-Low-07,synthetic_train
TKT-0316,表示名について問い合わせます。現在、表示名の説明文を修正したいです,アカウント,Low,情シス,個人,管理者,Slack,アカウント-Low-07,synthetic_train
TKT-0317,チャットツールアカウントの利用方法を共有してください,アカウント,Low,情シス,部署,社員,メール,アカウント-Low-08,synthetic_train
TKT-0318,チャットツールアカウントについて問い合わせます。現在、チャットツールアカウントの利用方法を共有してください,アカウント,Low,情シス,部署,社員,メール,アカウント-Low-08,synthetic_train
TKT-0319,不審ログイン通知について急ぎではない質問があります,アカウント,Low,情シス,個人,管理者,問い合わせフォーム,アカウント-Low-09,synthetic_train
TKT-0320,不審ログイン通知について問い合わせます。現在、不審ログイン通知について急ぎではない質問があります,アカウント,Low,情シス,個人,管理者,問い合わせフォーム,アカウント-Low-09,synthetic_train
TKT-0321,ログインが一覧に反映されません,アカウント,Middle,情シス,個人,社員,Slack,アカウント-Middle-00,synthetic_train
TKT-0322,ログインについて問い合わせます。現在、ログインが一覧に反映されません,アカウント,Middle,情シス,個人,社員,Slack,アカウント-Middle-00,synthetic_train
TKT-0323,多要素認証を保存するとエラーになります,アカウント,Middle,情シス,部署,管理者,問い合わせフォーム,アカウント-Middle-01,synthetic_train
TKT-0324,多要素認証について問い合わせます。現在、多要素認証を保存するとエラーになります,アカウント,Middle,情シス,部署,管理者,問い合わせフォーム,アカウント-Middle-01,synthetic_train
TKT-0325,新入社員アカウントの検索結果が表示されません,アカウント,Middle,情シス,複数部署,社員,メール,アカウント-Middle-02,synthetic_train
TKT-0326,新入社員アカウントについて問い合わせます。現在、新入社員アカウントの検索結果が表示されません,アカウント,Middle,情シス,複数部署,社員,メール,アカウント-Middle-02,synthetic_train
TKT-0327,アカウントロックの通知が担当者へ届きません,アカウント,Middle,情シス,個人,管理者,Slack,アカウント-Middle-03,synthetic_train
TKT-0328,アカウントロックについて問い合わせます。現在、アカウントロックの通知が担当者へ届きません,アカウント,Middle,情シス,個人,管理者,Slack,アカウント-Middle-03,synthetic_train
TKT-0329,退職者アカウントを開くと白い画面になります,アカウント,Middle,情シス,部署,社員,問い合わせフォーム,アカウント-Middle-04,synthetic_train
TKT-0330,退職者アカウントについて問い合わせます。現在、退職者アカウントを開くと白い画面になります,アカウント,Middle,情シス,部署,社員,問い合わせフォーム,アカウント-Middle-04,synthetic_train
TKT-0331,メールエイリアスの処理が遅く業務に支障があります,アカウント,Middle,情シス,複数部署,管理者,メール,アカウント-Middle-05,synthetic_train
TKT-0332,メールエイリアスについて問い合わせます。現在、メールエイリアスの処理が遅く業務に支障があります,アカウント,Middle,情シス,複数部署,管理者,メール,アカウント-Middle-05,synthetic_train
TKT-0333,共有アカウントの一部データが更新されていません,アカウント,Middle,情シス,個人,社員,Slack,アカウント-Middle-06,synthetic_train
TKT-0334,共有アカウントについて問い合わせます。現在、共有アカウントの一部データが更新されていません,アカウント,Middle,情シス,個人,社員,Slack,アカウント-Middle-06,synthetic_train
TKT-0335,表示名の状態を変更できません,アカウント,Middle,情シス,部署,管理者,問い合わせフォーム,アカウント-Middle-07,synthetic_train
TKT-0336,表示名について問い合わせます。現在、表示名の状態を変更できません,アカウント,Middle,情シス,部署,管理者,問い合わせフォーム,アカウント-Middle-07,synthetic_train
TKT-0337,チャットツールアカウントで特定条件だけ処理が失敗します,アカウント,Middle,情シス,複数部署,社員,メール,アカウント-Middle-08,synthetic_train
TKT-0338,チャットツールアカウントについて問い合わせます。現在、チャットツールアカウントで特定条件だけ処理が失敗します,アカウント,Middle,情シス,複数部署,社員,メール,アカウント-Middle-08,synthetic_train
TKT-0339,不審ログイン通知で部署内の複数名に影響が出ています,アカウント,Middle,情シス,個人,管理者,Slack,アカウント-Middle-09,synthetic_train
TKT-0340,不審ログイン通知について問い合わせます。現在、不審ログイン通知で部署内の複数名に影響が出ています,アカウント,Middle,情シス,個人,管理者,Slack,アカウント-Middle-09,synthetic_train
TKT-0341,ログインが全社で利用できず業務が止まっています,アカウント,High,情シス,全社,社員,電話,アカウント-High-00,synthetic_train
TKT-0342,ログインについて問い合わせます。現在、ログインが全社で利用できず業務が止まっています,アカウント,High,情シス,全社,社員,電話,アカウント-High-00,synthetic_train
TKT-0343,多要素認証の締め処理が完了せず期限に間に合いません,アカウント,High,情シス,複数部署,管理者,メール,アカウント-High-01,synthetic_train
TKT-0344,多要素認証について問い合わせます。現在、多要素認証の締め処理が完了せず期限に間に合いません,アカウント,High,情シス,複数部署,管理者,メール,アカウント-High-01,synthetic_train
TKT-0345,新入社員アカウントの障害で複数部署の作業が停止しています,アカウント,High,情シス,全社,社員,Slack,アカウント-High-02,synthetic_train
TKT-0346,新入社員アカウントについて問い合わせます。現在、新入社員アカウントの障害で複数部署の作業が停止しています,アカウント,High,情シス,全社,社員,Slack,アカウント-High-02,synthetic_train
TKT-0347,アカウントロックで重大なセキュリティリスクが発生しています,アカウント,High,情シス,全社,管理者,電話,アカウント-High-03,synthetic_train
TKT-0348,アカウントロックについて問い合わせます。現在、アカウントロックで重大なセキュリティリスクが発生しています,アカウント,High,情シス,全社,管理者,電話,アカウント-High-03,synthetic_train
TKT-0349,退職者アカウントの夜間処理が失敗し本日の業務に影響しています,アカウント,High,情シス,複数部署,社員,メール,アカウント-High-04,synthetic_train
TKT-0350,退職者アカウントについて問い合わせます。現在、退職者アカウントの夜間処理が失敗し本日の業務に影響しています,アカウント,High,情シス,複数部署,社員,メール,アカウント-High-04,synthetic_train
TKT-0351,メールエイリアスの重要データが欠落しています,アカウント,High,情シス,全社,管理者,Slack,アカウント-High-05,synthetic_train
TKT-0352,メールエイリアスについて問い合わせます。現在、メールエイリアスの重要データが欠落しています,アカウント,High,情シス,全社,管理者,Slack,アカウント-High-05,synthetic_train
TKT-0353,共有アカウントが大量に失敗して顧客対応に影響しています,アカウント,High,情シス,全社,社員,電話,アカウント-High-06,synthetic_train
TKT-0354,共有アカウントについて問い合わせます。現在、共有アカウントが大量に失敗して顧客対応に影響しています,アカウント,High,情シス,全社,社員,電話,アカウント-High-06,synthetic_train
TKT-0355,表示名で業務継続に必要な処理を実行できません,アカウント,High,情シス,複数部署,管理者,メール,アカウント-High-07,synthetic_train
TKT-0356,表示名について問い合わせます。現在、表示名で業務継続に必要な処理を実行できません,アカウント,High,情シス,複数部署,管理者,メール,アカウント-High-07,synthetic_train
TKT-0357,チャットツールアカウントの不具合が本番環境で継続発生しています,アカウント,High,情シス,全社,社員,Slack,アカウント-High-08,synthetic_train
TKT-0358,チャットツールアカウントについて問い合わせます。現在、チャットツールアカウントの不具合が本番環境で継続発生しています,アカウント,High,情シス,全社,社員,Slack,アカウント-High-08,synthetic_train
TKT-0359,不審ログイン通知を本日中に復旧しないと月次処理に影響します,アカウント,High,情シス,全社,管理者,電話,アカウント-High-09,synthetic_train
TKT-0360,不審ログイン通知について問い合わせます。現在、不審ログイン通知を本日中に復旧しないと月次処理に影響します,アカウント,High,情シス,全社,管理者,電話,アカウント-High-09,synthetic_train
TKT-0361,外部システム連携の操作方法を確認したいです,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-00,synthetic_train
TKT-0362,外部システム連携について問い合わせます。現在、外部システム連携の操作方法を確認したいです,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-00,synthetic_train
TKT-0363,CSV取込の入力項目の意味を教えてください,データ連携,Low,開発,個人,開発者,Slack,データ連携-Low-01,synthetic_train
TKT-0364,CSV取込について問い合わせます。現在、CSV取込の入力項目の意味を教えてください,データ連携,Low,開発,個人,開発者,Slack,データ連携-Low-01,synthetic_train
TKT-0365,マスタ反映の表示名を変更したいです,データ連携,Low,開発,部署,社員,メール,データ連携-Low-02,synthetic_train
TKT-0366,マスタ反映について問い合わせます。現在、マスタ反映の表示名を変更したいです,データ連携,Low,開発,部署,社員,メール,データ連携-Low-02,synthetic_train
TKT-0367,API連携の設定手順を知りたいです,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-03,synthetic_train
TKT-0368,API連携について問い合わせます。現在、API連携の設定手順を知りたいです,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-03,synthetic_train
